1 	 4.822925e-02 
2 	 4.822973e-02 
3 	 4.823012e-02 
4 	 4.823036e-02 
5 	 4.823041e-02 
6 	 4.823018e-02 
7 	 4.822964e-02 
8 	 4.822870e-02 
9 	 4.822729e-02 
10 	 4.822537e-02 
11 	 4.822288e-02 
12 	 4.821980e-02 
13 	 4.821612e-02 
14 	 4.821185e-02 
15 	 4.820703e-02 
16 	 4.820170e-02 
17 	 4.819591e-02 
18 	 4.818972e-02 
19 	 4.818316e-02 
20 	 4.817628e-02 
21 	 4.816907e-02 
22 	 4.816154e-02 
23 	 4.815365e-02 
24 	 4.814534e-02 
25 	 4.813655e-02 
26 	 4.812716e-02 
27 	 4.811709e-02 
28 	 4.810620e-02 
29 	 4.809436e-02 
30 	 4.808145e-02 
31 	 4.806733e-02 
32 	 4.805188e-02 
33 	 4.803498e-02 
34 	 4.801653e-02 
35 	 4.799642e-02 
36 	 4.797457e-02 
37 	 4.795090e-02 
38 	 4.792534e-02 
39 	 4.789783e-02 
40 	 4.786833e-02 
41 	 4.783677e-02 
42 	 4.780311e-02 
43 	 4.776730e-02 
44 	 4.772928e-02 
45 	 4.768900e-02 
46 	 4.764638e-02 
47 	 4.760136e-02 
48 	 4.755384e-02 
49 	 4.750376e-02 
50 	 4.745100e-02 
51 	 4.739548e-02 
52 	 4.733709e-02 
53 	 4.727574e-02 
54 	 4.721132e-02 
55 	 4.714375e-02 
56 	 4.707293e-02 
57 	 4.699880e-02 
58 	 4.692128e-02 
59 	 4.684031e-02 
60 	 4.675586e-02 
61 	 4.666789e-02 
62 	 4.657639e-02 
63 	 4.648136e-02 
64 	 4.638280e-02 
65 	 4.628075e-02 
66 	 4.617524e-02 
67 	 4.606632e-02 
68 	 4.595406e-02 
69 	 4.583853e-02 
70 	 4.571981e-02 
71 	 4.559800e-02 
72 	 4.547319e-02 
73 	 4.534551e-02 
74 	 4.521507e-02 
75 	 4.508200e-02 
76 	 4.494644e-02 
77 	 4.480854e-02 
78 	 4.466846e-02 
79 	 4.452635e-02 
80 	 4.438241e-02 
81 	 4.423680e-02 
82 	 4.408974e-02 
83 	 4.394142e-02 
84 	 4.379206e-02 
85 	 4.364189e-02 
86 	 4.349112e-02 
87 	 4.334002e-02 
88 	 4.318881e-02 
89 	 4.303775e-02 
90 	 4.288710e-02 
91 	 4.273711e-02 
92 	 4.258805e-02 
93 	 4.244016e-02 
94 	 4.229370e-02 
95 	 4.214893e-02 
96 	 4.200610e-02 
97 	 4.186544e-02 
98 	 4.172721e-02 
99 	 4.159163e-02 
100 	 4.145891e-02 
101 	 4.132927e-02 
102 	 4.120290e-02 
103 	 4.107999e-02 
104 	 4.096072e-02 
105 	 4.084525e-02 
106 	 4.073374e-02 
107 	 4.062632e-02 
108 	 4.052311e-02 
109 	 4.042422e-02 
110 	 4.032977e-02 
111 	 4.023983e-02 
112 	 4.015449e-02 
113 	 4.007380e-02 
114 	 3.999781e-02 
115 	 3.992655e-02 
116 	 3.986005e-02 
117 	 3.979832e-02 
118 	 3.974135e-02 
119 	 3.968912e-02 
120 	 3.964159e-02 
121 	 3.959874e-02 
122 	 3.956049e-02 
123 	 3.952680e-02 
124 	 3.949755e-02 
125 	 3.947267e-02 
126 	 3.945206e-02 
127 	 3.943562e-02 
128 	 3.942321e-02 
129 	 3.941472e-02 
130 	 3.941001e-02 
131 	 3.940895e-02 
132 	 3.941139e-02 
133 	 3.941720e-02 
134 	 3.942622e-02 
135 	 3.943831e-02 
