1 	 -6.849890e-06 	 2.196537e-01 
2 	 -1.373071e-05 	 2.196534e-01 
3 	 -2.068086e-05 	 2.196534e-01 
4 	 -2.772304e-05 	 2.196532e-01 
5 	 -3.486844e-05 	 2.196531e-01 
6 	 -4.212496e-05 	 2.196530e-01 
7 	 -4.949271e-05 	 2.196529e-01 
8 	 -5.699682e-05 	 2.196530e-01 
9 	 -6.469283e-05 	 2.196530e-01 
10 	 -7.267819e-05 	 2.196531e-01 
11 	 -8.111738e-05 	 2.196533e-01 
12 	 -9.022602e-05 	 2.196535e-01 
13 	 -1.002854e-04 	 2.196538e-01 
14 	 -1.116299e-04 	 2.196540e-01 
15 	 -1.246272e-04 	 2.196544e-01 
16 	 -1.396799e-04 	 2.196547e-01 
17 	 -1.571906e-04 	 2.196551e-01 
18 	 -1.775602e-04 	 2.196555e-01 
19 	 -2.011699e-04 	 2.196558e-01 
20 	 -2.283665e-04 	 2.196562e-01 
21 	 -2.594689e-04 	 2.196566e-01 
22 	 -2.947513e-04 	 2.196569e-01 
23 	 -3.344599e-04 	 2.196574e-01 
24 	 -3.788113e-04 	 2.196577e-01 
25 	 -4.280010e-04 	 2.196581e-01 
26 	 -4.822241e-04 	 2.196584e-01 
27 	 -5.416721e-04 	 2.196588e-01 
28 	 -6.065616e-04 	 2.196593e-01 
29 	 -6.771354e-04 	 2.196596e-01 
30 	 -7.536738e-04 	 2.196601e-01 
31 	 -8.365145e-04 	 2.196606e-01 
32 	 -9.260403e-04 	 2.196610e-01 
33 	 -1.022704e-03 	 2.196617e-01 
34 	 -1.127016e-03 	 2.196621e-01 
35 	 -1.239547e-03 	 2.196628e-01 
36 	 -1.360935e-03 	 2.196633e-01 
37 	 -1.491858e-03 	 2.196638e-01 
38 	 -1.633056e-03 	 2.196644e-01 
39 	 -1.785300e-03 	 2.196648e-01 
40 	 -1.949391e-03 	 2.196652e-01 
41 	 -2.126162e-03 	 2.196654e-01 
42 	 -2.316447e-03 	 2.196654e-01 
43 	 -2.521098e-03 	 2.196654e-01 
44 	 -2.740963e-03 	 2.196649e-01 
45 	 -2.976881e-03 	 2.196642e-01 
46 	 -3.229695e-03 	 2.196631e-01 
47 	 -3.500225e-03 	 2.196615e-01 
48 	 -3.789292e-03 	 2.196596e-01 
49 	 -4.097702e-03 	 2.196568e-01 
50 	 -4.426252e-03 	 2.196535e-01 
51 	 -4.775744e-03 	 2.196494e-01 
52 	 -5.146960e-03 	 2.196443e-01 
53 	 -5.540697e-03 	 2.196384e-01 
54 	 -5.957741e-03 	 2.196310e-01 
55 	 -6.398878e-03 	 2.196225e-01 
56 	 -6.864905e-03 	 2.196125e-01 
57 	 -7.356599e-03 	 2.196007e-01 
58 	 -7.874746e-03 	 2.195873e-01 
59 	 -8.420114e-03 	 2.195715e-01 
60 	 -8.993453e-03 	 2.195536e-01 
61 	 -9.595504e-03 	 2.195331e-01 
62 	 -1.022696e-02 	 2.195096e-01 
63 	 -1.088850e-02 	 2.194833e-01 
64 	 -1.158073e-02 	 2.194532e-01 
65 	 -1.230422e-02 	 2.194196e-01 
66 	 -1.305950e-02 	 2.193818e-01 
67 	 -1.384699e-02 	 2.193394e-01 
68 	 -1.466708e-02 	 2.192924e-01 
69 	 -1.552004e-02 	 2.192398e-01 
70 	 -1.640609e-02 	 2.191818e-01 
71 	 -1.732535e-02 	 2.191176e-01 
72 	 -1.827783e-02 	 2.190467e-01 
73 	 -1.926349e-02 	 2.189692e-01 
74 	 -2.028216e-02 	 2.188839e-01 
75 	 -2.133356e-02 	 2.187909e-01 
76 	 -2.241736e-02 	 2.186895e-01 
77 	 -2.353307e-02 	 2.185790e-01 
78 	 -2.468016e-02 	 2.184597e-01 
79 	 -2.585794e-02 	 2.183302e-01 
80 	 -2.706565e-02 	 2.181909e-01 
81 	 -2.830243e-02 	 2.180408e-01 
82 	 -2.956728e-02 	 2.178796e-01 
83 	 -3.085912e-02 	 2.177074e-01 
84 	 -3.217677e-02 	 2.175230e-01 
85 	 -3.351889e-02 	 2.173268e-01 
86 	 -3.488410e-02 	 2.171182e-01 
87 	 -3.627083e-02 	 2.168968e-01 
88 	 -3.767748e-02 	 2.166631e-01 
89 	 -3.910226e-02 	 2.164159e-01 
90 	 -4.054333e-02 	 2.161560e-01 
91 	 -4.199871e-02 	 2.158831e-01 
92 	 -4.346632e-02 	 2.155969e-01 
93 	 -4.494398e-02 	 2.152982e-01 
94 	 -4.642943e-02 	 2.149865e-01 
95 	 -4.792027e-02 	 2.146626e-01 
96 	 -4.941408e-02 	 2.143267e-01 
97 	 -5.090828e-02 	 2.139790e-01 
98 	 -5.240028e-02 	 2.136207e-01 
99 	 -5.388740e-02 	 2.132516e-01 
100 	 -5.536689e-02 	 2.128731e-01 
101 	 -5.683599e-02 	 2.124857e-01 
102 	 -5.829186e-02 	 2.120902e-01 
